zone,food_category,day_of_week,hour,month,is_weekend,is_evening,is_morning,zone_ngos_active,listings_in_zone,avg_distance_km,demand_kg,urgency_score,claimed_within_2hrs
Central Delhi,Dairy,4,11,7,0,0,1,3,4,3.0,9.0,0.75,0
Gurgaon,Fruits & Vegetables,1,16,9,0,0,0,4,7,3.2,11.2,0.63,0
Central Delhi,Dairy,4,8,6,0,0,1,9,1,5.6,12.9,0.74,0
East Delhi,Rice & Grains,2,6,8,0,0,0,5,4,15.9,23.1,0.53,1
Dwarka,Rice & Grains,6,12,3,1,0,0,5,1,15.6,6.2,0.56,1
Dwarka,Packaged Goods,3,12,7,0,0,0,10,7,11.8,9.1,0.24,1
Gurgaon,Rice & Grains,2,17,5,0,1,0,7,4,6.8,8.7,0.54,0
Noida,Cooked Meals,5,10,6,1,0,1,5,3,3.1,16.3,0.79,0
Dwarka,Dairy,2,9,10,0,0,1,7,4,9.2,10.8,0.64,1
North Delhi,Packaged Goods,4,20,8,0,1,0,3,3,1.9,5.0,0.43,0
Dwarka,Dairy,5,7,6,1,0,1,4,2,12.8,9.7,0.8,1
South Delhi,Rice & Grains,2,14,12,0,0,0,11,8,8.6,20.7,0.77,1
East Delhi,Packaged Goods,1,20,5,0,1,0,12,5,7.0,14.4,0.36,1
Gurgaon,Bakery,6,16,1,1,0,0,2,6,11.2,16.5,0.77,0
South Delhi,Dairy,0,22,7,0,0,0,5,4,17.7,18.1,0.87,0
East Delhi,Bakery,0,21,12,0,1,0,3,2,17.1,5.0,0.47,1
Gurgaon,Packaged Goods,3,21,3,0,1,0,4,2,6.6,5.0,0.45,0
East Delhi,Rice & Grains,3,14,8,0,0,0,6,7,4.8,6.4,0.67,1
Noida,Rice & Grains,5,8,6,1,0,1,3,5,1.8,20.7,0.79,1
North Delhi,Dairy,0,17,2,0,1,0,10,1,1.6,16.0,0.49,1
Gurgaon,Fruits & Vegetables,0,17,2,0,1,0,5,8,4.5,5.0,0.57,0
West Delhi,Fruits & Vegetables,0,10,10,0,0,1,4,8,13.2,13.8,0.52,0
East Delhi,Dairy,1,20,1,0,1,0,10,2,14.8,11.4,0.36,0
Central Delhi,Fruits & Vegetables,0,17,11,0,1,0,10,3,16.4,11.2,0.84,1
Dwarka,Bakery,4,10,10,0,0,1,9,7,14.4,5.0,0.49,0
South Delhi,Rice & Grains,4,8,6,0,0,1,4,4,17.3,22.9,0.59,1
Dwarka,Bakery,6,18,1,1,1,0,9,2,15.5,13.9,0.76,1
South Delhi,Rice & Grains,5,16,9,1,0,0,10,7,14.0,22.7,1.0,1
West Delhi,Fruits & Vegetables,2,10,8,0,0,1,6,7,8.2,5.0,0.63,0
Gurgaon,Cooked Meals,3,6,8,0,0,0,10,8,11.6,8.1,0.6,1
Central Delhi,Packaged Goods,6,15,11,1,0,0,10,1,4.6,14.1,0.7,1
South Delhi,Fruits & Vegetables,4,11,11,0,0,1,2,1,2.3,16.0,0.49,1
Central Delhi,Packaged Goods,1,17,9,0,1,0,12,7,13.7,14.1,0.6,1
East Delhi,Dairy,2,7,4,0,0,1,4,4,13.3,14.6,0.67,1
South Delhi,Rice & Grains,1,21,4,0,1,0,11,1,2.2,22.9,0.73,1
Gurgaon,Bakery,5,9,5,1,0,1,5,6,17.7,5.0,0.55,1
Gurgaon,Bakery,2,18,1,0,1,0,11,4,11.8,13.5,0.56,1
Central Delhi,Packaged Goods,5,15,4,1,0,0,12,5,8.3,10.7,0.78,0
North Delhi,Packaged Goods,6,19,7,1,1,0,5,8,5.7,8.2,0.82,1
North Delhi,Rice & Grains,5,18,1,1,1,0,9,3,12.4,26.3,1.0,1
West Delhi,Cooked Meals,5,9,2,1,0,1,9,2,4.5,14.1,0.76,1
Noida,Bakery,5,14,11,1,0,0,8,5,10.3,10.3,0.71,0
Central Delhi,Dairy,2,9,2,0,0,1,5,2,10.7,13.9,0.58,1
Dwarka,Bakery,1,22,1,0,0,0,3,2,5.3,11.6,0.54,0
Gurgaon,Bakery,0,8,4,0,0,1,7,8,13.7,5.0,0.56,0
Dwarka,Dairy,6,7,11,1,0,1,5,4,13.5,19.4,0.73,0
North Delhi,Dairy,0,10,6,0,0,1,6,3,7.3,12.7,0.65,0
West Delhi,Rice & Grains,0,18,7,0,1,0,6,2,5.2,9.7,0.57,1
West Delhi,Fruits & Vegetables,5,20,1,1,1,0,3,4,11.4,5.6,0.81,0
Central Delhi,Dairy,1,10,9,0,0,1,2,2,12.8,7.2,0.82,0
Gurgaon,Dairy,4,6,10,0,0,0,7,6,2.1,5.5,0.44,0
South Delhi,Rice & Grains,1,6,7,0,0,0,2,7,14.2,13.1,0.69,1
South Delhi,Bakery,6,7,10,1,0,1,2,8,17.0,25.1,0.6,1
Gurgaon,Fruits & Vegetables,5,18,8,1,1,0,5,8,11.6,18.7,0.68,0
Noida,Rice & Grains,3,21,3,0,1,0,7,4,3.9,5.7,0.41,0
East Delhi,Packaged Goods,2,11,6,0,0,1,8,5,3.9,15.5,0.38,0
Dwarka,Packaged Goods,5,13,7,1,0,0,12,6,4.9,5.0,0.74,1
Gurgaon,Packaged Goods,3,20,12,0,1,0,8,8,7.5,7.5,0.28,0
Noida,Rice & Grains,3,10,12,0,0,1,5,4,13.3,11.0,0.42,0
West Delhi,Rice & Grains,5,17,8,1,1,0,8,6,12.1,25.2,0.88,1
West Delhi,Packaged Goods,1,21,2,0,1,0,9,5,16.4,10.5,0.49,0
Gurgaon,Cooked Meals,1,12,6,0,0,0,4,7,17.0,17.8,0.52,0
Gurgaon,Bakery,3,6,12,0,0,0,11,3,6.0,5.0,0.46,1
East Delhi,Rice & Grains,3,12,3,0,0,0,9,4,15.8,22.1,0.49,0
East Delhi,Packaged Goods,2,22,12,0,0,0,2,2,14.5,5.0,0.52,0
South Delhi,Cooked Meals,0,7,6,0,0,1,7,6,4.8,19.5,0.65,0
East Delhi,Bakery,2,8,6,0,0,1,7,8,9.3,14.9,0.75,0
East Delhi,Fruits & Vegetables,2,9,9,0,0,1,4,3,8.4,11.7,0.46,1
Gurgaon,Bakery,4,21,12,0,1,0,5,2,12.5,5.0,0.45,0
East Delhi,Packaged Goods,0,7,3,0,0,1,9,7,9.4,12.7,0.52,0
North Delhi,Dairy,5,17,8,1,1,0,4,8,16.3,20.4,0.73,1
Dwarka,Rice & Grains,4,17,6,0,1,0,7,2,4.4,7.4,0.63,0
Central Delhi,Rice & Grains,3,10,2,0,0,1,12,4,17.4,21.4,0.54,0
Noida,Fruits & Vegetables,5,8,6,1,0,1,9,1,11.8,19.5,0.73,0
Gurgaon,Bakery,2,14,4,0,0,0,10,1,9.6,12.8,0.29,0
East Delhi,Cooked Meals,5,13,12,1,0,0,9,7,7.1,11.4,0.81,1
Central Delhi,Rice & Grains,6,20,11,1,1,0,10,1,3.7,30.4,1.0,1
North Delhi,Rice & Grains,4,6,5,0,0,0,9,7,7.9,16.1,0.6,1
Central Delhi,Rice & Grains,3,16,6,0,0,0,8,7,13.2,10.2,0.82,0
East Delhi,Fruits & Vegetables,5,14,9,1,0,0,6,5,2.9,8.8,0.91,1
Dwarka,Rice & Grains,0,16,9,0,0,0,2,3,14.8,8.5,0.7,0
South Delhi,Bakery,0,11,6,0,0,1,11,4,14.4,16.3,0.63,1
South Delhi,Cooked Meals,5,6,12,1,0,0,11,2,4.1,22.6,0.92,0
Dwarka,Rice & Grains,6,16,11,1,0,0,3,1,13.1,16.0,0.75,1
West Delhi,Rice & Grains,0,11,2,0,0,1,3,1,8.6,8.9,0.55,0
West Delhi,Bakery,0,8,7,0,0,1,10,4,9.4,9.0,0.28,1
West Delhi,Rice & Grains,3,11,8,0,0,1,12,1,8.8,14.2,0.47,1
North Delhi,Cooked Meals,1,12,5,0,0,0,10,4,13.0,8.2,0.48,1
South Delhi,Bakery,1,16,4,0,0,0,12,5,11.4,5.0,0.51,1
Central Delhi,Bakery,3,14,6,0,0,0,10,1,12.3,7.5,0.82,0
Central Delhi,Fruits & Vegetables,6,11,2,1,0,1,9,6,16.4,17.0,0.87,1
North Delhi,Dairy,6,19,2,1,1,0,9,1,17.6,22.4,0.8,1
South Delhi,Fruits & Vegetables,4,17,12,0,1,0,12,2,10.9,17.2,0.56,1
Noida,Packaged Goods,2,21,6,0,1,0,9,6,10.5,13.8,0.58,0
West Delhi,Bakery,4,11,1,0,0,1,8,8,16.0,5.0,0.39,0
Noida,Packaged Goods,3,20,8,0,1,0,8,7,17.2,5.1,0.3,1
East Delhi,Fruits & Vegetables,3,10,7,0,0,1,8,3,4.0,13.3,0.48,1
East Delhi,Bakery,0,6,7,0,0,0,6,6,4.8,19.3,0.64,0
Dwarka,Packaged Goods,1,15,9,0,0,0,5,8,11.5,6.6,0.53,1
Dwarka,Packaged Goods,3,11,8,0,0,1,2,6,17.4,11.6,0.37,0
South Delhi,Fruits & Vegetables,5,21,10,1,1,0,5,8,14.8,20.5,0.88,1
Gurgaon,Packaged Goods,0,15,11,0,0,0,12,5,12.8,8.8,0.39,1
Gurgaon,Dairy,0,10,9,0,0,1,7,3,7.6,5.0,0.38,0
Dwarka,Cooked Meals,0,20,6,0,1,0,5,6,12.9,13.9,0.57,1
Noida,Rice & Grains,3,14,9,0,0,0,7,4,16.4,18.9,0.38,0
Noida,Rice & Grains,4,13,12,0,0,0,5,4,9.6,11.5,0.67,0
Dwarka,Cooked Meals,2,22,2,0,0,0,4,6,2.8,22.4,0.53,0
Dwarka,Packaged Goods,4,14,2,0,0,0,5,5,13.2,8.0,0.48,0
Noida,Cooked Meals,3,13,4,0,0,0,7,6,15.1,11.0,0.54,0
Dwarka,Dairy,1,14,6,0,0,0,7,4,15.1,11.0,0.26,0
West Delhi,Dairy,4,9,5,0,0,1,5,5,5.6,14.0,0.55,0
Gurgaon,Packaged Goods,5,6,5,1,0,0,4,5,1.9,5.2,0.78,1
Gurgaon,Cooked Meals,2,20,3,0,1,0,8,3,11.3,8.3,0.48,0
Noida,Cooked Meals,2,20,5,0,1,0,11,8,6.2,23.0,0.47,1
East Delhi,Fruits & Vegetables,0,9,1,0,0,1,10,8,7.6,8.0,0.54,0
Noida,Rice & Grains,3,6,11,0,0,0,7,7,4.4,13.2,0.54,0
North Delhi,Rice & Grains,2,16,10,0,0,0,2,1,13.4,6.1,0.57,0
East Delhi,Packaged Goods,0,8,3,0,0,1,10,3,17.0,5.0,0.47,1
West Delhi,Cooked Meals,6,17,6,1,1,0,8,6,13.9,24.0,0.84,1
Dwarka,Packaged Goods,4,7,9,0,0,1,8,3,10.5,5.0,0.53,0
South Delhi,Bakery,3,11,2,0,0,1,6,4,5.4,14.1,0.78,0
North Delhi,Cooked Meals,5,13,8,1,0,0,5,4,17.2,21.8,0.96,1
East Delhi,Dairy,2,16,7,0,0,0,12,7,1.8,12.7,0.7,0
Central Delhi,Packaged Goods,0,19,9,0,1,0,5,1,4.9,13.7,0.57,1
Dwarka,Cooked Meals,2,8,10,0,0,1,10,3,8.1,23.5,0.66,0
East Delhi,Dairy,0,15,5,0,0,0,10,7,4.1,13.3,0.44,0
West Delhi,Dairy,2,16,4,0,0,0,6,7,3.5,5.0,0.57,1
Central Delhi,Packaged Goods,0,20,10,0,1,0,12,7,4.9,11.8,0.51,0
South Delhi,Cooked Meals,3,9,12,0,0,1,5,4,14.0,20.5,0.91,0
Central Delhi,Rice & Grains,5,12,10,1,0,0,7,8,2.4,24.9,0.78,0
West Delhi,Dairy,6,14,4,1,0,0,6,1,5.1,12.9,0.66,1
East Delhi,Fruits & Vegetables,1,21,12,0,1,0,7,8,17.7,10.7,0.51,1
East Delhi,Packaged Goods,3,15,11,0,0,0,5,2,11.7,5.0,0.35,0
North Delhi,Cooked Meals,4,7,1,0,0,1,2,5,8.8,14.8,0.59,0
East Delhi,Cooked Meals,0,17,4,0,1,0,8,6,2.8,5.0,0.83,0
Gurgaon,Rice & Grains,0,15,1,0,0,0,6,3,5.8,13.5,0.46,0
West Delhi,Cooked Meals,5,6,8,1,0,0,3,2,13.5,16.9,0.68,1
Dwarka,Dairy,5,14,5,1,0,0,11,8,2.5,20.8,0.9,1
East Delhi,Bakery,0,18,11,0,1,0,2,8,8.6,11.8,0.62,1
Dwarka,Packaged Goods,1,6,10,0,0,0,12,2,17.3,6.4,0.29,0
Central Delhi,Rice & Grains,2,21,4,0,1,0,2,5,17.4,17.8,0.71,0
West Delhi,Bakery,5,20,1,1,1,0,2,7,10.7,11.9,0.67,0
Dwarka,Bakery,5,7,5,1,0,1,11,6,9.0,10.6,0.66,1
Dwarka,Dairy,1,17,11,0,1,0,10,3,6.8,11.7,0.41,0
Noida,Packaged Goods,1,18,6,0,1,0,7,5,3.9,5.0,0.27,0
Dwarka,Rice & Grains,4,19,6,0,1,0,3,5,16.1,17.8,0.33,0
Noida,Fruits & Vegetables,5,20,8,1,1,0,12,3,16.2,19.4,0.81,0
Noida,Dairy,6,10,10,1,0,1,12,3,15.5,10.8,0.43,1
East Delhi,Bakery,6,18,2,1,1,0,3,1,10.1,13.6,0.71,0
North Delhi,Fruits & Vegetables,4,11,12,0,0,1,7,8,3.4,6.5,0.52,1
Noida,Dairy,3,22,11,0,0,0,5,6,13.9,15.7,0.56,0
South Delhi,Bakery,5,20,3,1,1,0,5,1,16.2,16.7,0.69,1
South Delhi,Packaged Goods,1,8,12,0,0,1,5,7,6.5,8.3,0.58,0
West Delhi,Dairy,5,9,4,1,0,1,2,5,3.5,17.3,0.69,1
East Delhi,Rice & Grains,0,8,5,0,0,1,3,7,17.1,15.4,0.79,0
Gurgaon,Cooked Meals,5,15,6,1,0,0,5,5,8.6,16.7,0.72,1
Dwarka,Rice & Grains,4,7,11,0,0,1,2,8,6.8,10.0,0.51,0
North Delhi,Fruits & Vegetables,5,21,7,1,1,0,3,7,12.9,25.0,0.71,1
Noida,Rice & Grains,3,6,7,0,0,0,9,2,9.3,9.2,0.53,1
South Delhi,Cooked Meals,1,9,8,0,0,1,7,4,11.5,17.3,0.61,1
Dwarka,Cooked Meals,2,15,9,0,0,0,9,4,11.6,12.6,0.57,0
South Delhi,Cooked Meals,5,10,10,1,0,1,2,8,2.6,30.2,0.9,0
East Delhi,Packaged Goods,2,18,9,0,1,0,2,5,11.2,14.6,0.39,0
Dwarka,Bakery,3,15,3,0,0,0,11,6,8.5,15.7,0.3,1
East Delhi,Cooked Meals,1,21,8,0,1,0,8,3,14.2,19.1,0.67,1
North Delhi,Fruits & Vegetables,1,13,6,0,0,0,11,8,5.3,6.5,0.62,0
Dwarka,Rice & Grains,0,9,3,0,0,1,11,1,8.7,17.3,0.32,1
Noida,Rice & Grains,3,6,12,0,0,0,7,2,8.4,11.5,0.27,0
North Delhi,Fruits & Vegetables,3,19,2,0,1,0,6,6,9.3,8.8,0.74,1
West Delhi,Bakery,0,6,3,0,0,0,4,4,8.9,5.0,0.38,1
Noida,Dairy,2,21,2,0,1,0,12,3,11.1,9.4,0.7,0
South Delhi,Dairy,0,13,4,0,0,0,4,7,1.7,5.2,0.58,1
North Delhi,Dairy,6,6,2,1,0,0,6,1,6.5,23.2,0.98,1
East Delhi,Fruits & Vegetables,1,21,4,0,1,0,9,8,9.4,12.2,0.43,1
South Delhi,Bakery,3,8,3,0,0,1,10,3,15.7,23.3,0.8,0
South Delhi,Packaged Goods,4,8,10,0,0,1,12,7,15.4,13.3,0.52,1
Noida,Bakery,6,14,7,1,0,0,8,1,15.9,8.9,0.63,1
Gurgaon,Cooked Meals,1,17,7,0,1,0,5,3,9.4,13.4,0.67,0
Gurgaon,Rice & Grains,6,11,4,1,0,1,6,8,14.3,16.9,0.59,0
Gurgaon,Dairy,0,19,2,0,1,0,4,1,7.6,16.2,0.5,0
Gurgaon,Fruits & Vegetables,3,16,5,0,0,0,11,6,16.7,10.2,0.6,0
Dwarka,Dairy,3,18,12,0,1,0,10,3,9.2,5.9,0.51,0
South Delhi,Rice & Grains,3,16,9,0,0,0,12,2,5.7,13.5,0.56,1
Central Delhi,Fruits & Vegetables,6,15,10,1,0,0,7,6,16.5,19.6,1.0,1
West Delhi,Fruits & Vegetables,2,12,6,0,0,0,8,5,5.9,5.0,0.52,0
Gurgaon,Rice & Grains,5,12,10,1,0,0,4,5,4.6,14.5,0.71,0
Noida,Rice & Grains,4,16,4,0,0,0,11,3,3.4,8.4,0.39,0
Central Delhi,Rice & Grains,1,12,10,0,0,0,7,3,16.1,16.5,0.62,0
Dwarka,Fruits & Vegetables,1,18,8,0,1,0,11,8,10.4,5.0,0.62,0
East Delhi,Fruits & Vegetables,4,8,5,0,0,1,8,7,1.6,15.5,0.56,1
West Delhi,Fruits & Vegetables,3,20,9,0,1,0,6,7,4.8,12.8,0.63,0
North Delhi,Packaged Goods,5,21,10,1,1,0,8,7,6.7,13.9,0.79,1
East Delhi,Bakery,0,17,1,0,1,0,3,5,3.3,9.5,0.65,1
Central Delhi,Bakery,6,9,12,1,0,1,5,1,16.2,18.6,0.84,1
North Delhi,Cooked Meals,0,16,10,0,0,0,6,7,5.5,7.6,0.68,0
West Delhi,Dairy,4,14,9,0,0,0,5,3,1.9,5.4,0.48,1
Noida,Bakery,1,18,4,0,1,0,2,3,3.0,5.0,0.34,0
Central Delhi,Packaged Goods,0,9,4,0,0,1,5,4,9.1,20.0,0.71,0
East Delhi,Bakery,1,14,2,0,0,0,12,5,8.7,18.1,0.4,1
Gurgaon,Packaged Goods,1,13,2,0,0,0,8,8,8.8,5.0,0.25,0
Gurgaon,Dairy,6,18,1,1,1,0,6,4,16.0,9.6,0.57,1
Dwarka,Packaged Goods,6,22,6,1,0,0,9,7,15.3,13.9,0.59,1
West Delhi,Fruits & Vegetables,1,8,10,0,0,1,12,7,4.3,15.2,0.59,0
Gurgaon,Bakery,1,16,6,0,0,0,5,5,16.3,17.4,0.27,0
Gurgaon,Dairy,3,6,11,0,0,0,5,2,9.0,13.5,0.58,0
North Delhi,Packaged Goods,4,17,6,0,1,0,9,7,13.4,5.0,0.6,1
Gurgaon,Cooked Meals,3,14,6,0,0,0,7,5,9.4,10.7,0.5,1
East Delhi,Bakery,6,22,10,1,0,0,5,1,17.7,7.7,0.65,1
Noida,Cooked Meals,6,13,2,1,0,0,4,2,11.7,24.2,0.75,0
North Delhi,Fruits & Vegetables,0,22,5,0,0,0,6,3,15.7,14.4,0.5,0
Central Delhi,Bakery,1,19,5,0,1,0,3,4,15.9,10.5,0.73,1
North Delhi,Dairy,5,11,5,1,0,1,8,3,5.4,10.5,0.75,1
West Delhi,Dairy,5,8,2,1,0,1,6,3,10.3,15.0,0.75,0
Dwarka,Dairy,6,17,12,1,1,0,10,3,5.6,15.1,0.75,1
North Delhi,Fruits & Vegetables,6,11,5,1,0,1,2,1,8.0,19.6,0.85,1
East Delhi,Cooked Meals,3,10,3,0,0,1,11,6,11.0,9.4,0.6,1
Central Delhi,Packaged Goods,1,20,3,0,1,0,5,3,12.1,17.0,0.66,0
North Delhi,Cooked Meals,3,10,1,0,0,1,10,8,12.7,8.5,0.69,1
Gurgaon,Dairy,4,18,9,0,1,0,12,6,14.5,5.0,0.47,0
Gurgaon,Fruits & Vegetables,4,19,3,0,1,0,9,3,14.8,18.3,0.36,0
West Delhi,Cooked Meals,4,17,5,0,1,0,8,7,7.7,11.4,0.68,1
Noida,Cooked Meals,2,21,4,0,1,0,5,7,14.3,5.3,0.49,0
East Delhi,Packaged Goods,6,10,11,1,0,1,8,4,3.8,13.0,0.61,0
West Delhi,Packaged Goods,2,21,7,0,1,0,9,6,16.1,6.6,0.52,1
Dwarka,Bakery,3,7,4,0,0,1,12,2,6.4,10.0,0.5,0
North Delhi,Fruits & Vegetables,3,18,11,0,1,0,3,5,7.4,12.0,0.61,0
Dwarka,Cooked Meals,6,21,2,1,1,0,5,5,16.7,19.4,0.82,1
East Delhi,Cooked Meals,0,10,12,0,0,1,6,1,1.9,11.8,0.61,0
West Delhi,Rice & Grains,4,17,1,0,1,0,7,8,7.2,9.1,0.57,1
Noida,Fruits & Vegetables,2,7,9,0,0,1,9,8,8.7,5.0,0.36,0
North Delhi,Rice & Grains,6,22,2,1,0,0,4,7,6.9,18.9,0.84,0
Dwarka,Rice & Grains,5,14,3,1,0,0,5,2,11.7,17.8,0.7,1
Central Delhi,Packaged Goods,1,7,1,0,0,1,4,4,8.4,11.4,0.63,1
West Delhi,Packaged Goods,6,10,7,1,0,1,6,4,1.5,11.5,0.57,1
South Delhi,Bakery,6,7,5,1,0,1,3,4,9.2,18.8,0.88,1
East Delhi,Rice & Grains,3,9,2,0,0,1,7,6,15.5,12.9,0.39,0
Central Delhi,Dairy,4,16,11,0,0,0,10,3,12.5,14.4,0.89,0
Central Delhi,Dairy,6,13,4,1,0,0,8,8,6.0,17.2,0.79,0
Central Delhi,Packaged Goods,5,18,1,1,1,0,6,5,3.3,17.3,0.81,0
East Delhi,Dairy,1,13,4,0,0,0,4,2,13.0,16.4,0.44,0
Noida,Packaged Goods,5,18,7,1,1,0,6,2,5.5,12.8,0.66,1
Dwarka,Rice & Grains,0,16,1,0,0,0,8,3,8.3,9.2,0.58,0
North Delhi,Fruits & Vegetables,2,9,5,0,0,1,9,7,11.2,16.7,0.66,1
Gurgaon,Packaged Goods,6,13,5,1,0,0,4,6,4.1,5.0,0.66,1
Noida,Dairy,3,8,2,0,0,1,2,3,10.4,8.5,0.5,1
Dwarka,Cooked Meals,6,10,1,1,0,1,4,1,3.7,17.3,0.76,1
Noida,Rice & Grains,5,17,11,1,1,0,2,3,16.2,22.3,0.71,1
Noida,Cooked Meals,0,8,1,0,0,1,5,3,16.3,5.4,0.51,0
Dwarka,Cooked Meals,2,15,10,0,0,0,3,5,3.8,11.9,0.7,0
Dwarka,Dairy,6,14,3,1,0,0,10,2,9.7,15.3,0.63,0
West Delhi,Rice & Grains,2,7,7,0,0,1,12,3,13.0,24.3,0.6,0
Dwarka,Fruits & Vegetables,4,15,5,0,0,0,8,7,14.8,14.6,0.48,0
West Delhi,Fruits & Vegetables,5,16,4,1,0,0,4,3,2.1,15.3,0.81,1
North Delhi,Dairy,0,10,2,0,0,1,4,3,13.4,18.4,0.7,0
Central Delhi,Fruits & Vegetables,5,16,10,1,0,0,9,7,8.3,22.2,0.82,1
Central Delhi,Rice & Grains,1,21,11,0,1,0,4,7,4.7,17.0,0.73,1
South Delhi,Cooked Meals,0,14,7,0,0,0,9,8,12.4,22.7,0.73,1
Gurgaon,Rice & Grains,6,16,8,1,0,0,7,7,12.4,16.7,0.84,1
East Delhi,Cooked Meals,6,11,5,1,0,1,9,6,3.9,15.4,0.74,1
East Delhi,Bakery,4,21,5,0,1,0,4,7,2.1,10.3,0.55,0
North Delhi,Rice & Grains,2,16,10,0,0,0,2,2,9.5,10.0,0.76,1
West Delhi,Bakery,1,16,11,0,0,0,10,5,10.3,9.9,0.5,0
West Delhi,Packaged Goods,6,7,8,1,0,1,11,5,10.4,5.0,0.52,0
Dwarka,Cooked Meals,2,16,1,0,0,0,12,2,9.3,12.4,0.36,0
Gurgaon,Packaged Goods,4,13,6,0,0,0,5,8,5.9,9.6,0.36,0
North Delhi,Bakery,5,14,7,1,0,0,10,4,2.2,29.0,0.98,1
Dwarka,Bakery,3,6,7,0,0,0,3,5,10.3,6.2,0.46,1
Gurgaon,Cooked Meals,4,15,10,0,0,0,9,4,10.3,14.0,0.7,0
Central Delhi,Cooked Meals,6,13,7,1,0,0,7,3,10.5,15.6,0.75,1
West Delhi,Cooked Meals,5,19,2,1,1,0,5,8,1.8,18.7,0.86,1
East Delhi,Rice & Grains,5,14,3,1,0,0,12,5,8.4,18.9,0.9,0
Gurgaon,Bakery,5,11,6,1,0,1,6,5,18.0,5.0,0.39,1
South Delhi,Cooked Meals,1,9,1,0,0,1,3,5,17.4,24.1,0.67,0
South Delhi,Packaged Goods,2,9,9,0,0,1,10,8,9.9,5.0,0.61,0
Dwarka,Rice & Grains,4,14,2,0,0,0,3,6,4.4,13.9,0.53,0
West Delhi,Dairy,2,6,10,0,0,0,3,2,4.2,7.3,0.52,0
Noida,Bakery,4,12,8,0,0,0,12,6,2.0,5.0,0.31,0
Gurgaon,Packaged Goods,0,22,7,0,0,0,5,8,14.3,5.0,0.43,1
South Delhi,Rice & Grains,1,21,9,0,1,0,8,6,12.1,22.7,0.74,0
West Delhi,Cooked Meals,0,20,4,0,1,0,7,1,17.8,10.6,0.58,1
Noida,Rice & Grains,2,19,12,0,1,0,7,8,2.9,5.0,0.54,0
South Delhi,Dairy,4,9,10,0,0,1,9,6,3.5,23.0,0.54,1
North Delhi,Rice & Grains,2,13,5,0,0,0,8,5,2.1,9.7,0.65,0
South Delhi,Cooked Meals,2,10,12,0,0,1,8,3,6.1,26.1,0.71,1
Gurgaon,Cooked Meals,4,17,2,0,1,0,6,7,1.9,8.2,0.33,0
Central Delhi,Fruits & Vegetables,1,8,3,0,0,1,11,2,7.5,14.5,0.85,0
South Delhi,Fruits & Vegetables,6,16,6,1,0,0,4,4,11.1,20.3,0.87,0
South Delhi,Bakery,0,14,5,0,0,0,10,2,14.9,13.3,0.64,0
Central Delhi,Dairy,5,15,2,1,0,0,2,5,16.7,15.0,0.95,0
Gurgaon,Cooked Meals,5,16,5,1,0,0,4,2,3.1,13.7,0.73,0
North Delhi,Cooked Meals,3,7,8,0,0,1,8,2,5.9,10.5,0.78,0
West Delhi,Cooked Meals,2,11,3,0,0,1,11,2,11.9,16.5,0.54,0
North Delhi,Packaged Goods,1,10,3,0,0,1,12,4,17.8,12.7,0.45,0
North Delhi,Rice & Grains,4,14,10,0,0,0,5,8,10.5,8.7,0.54,0
North Delhi,Packaged Goods,1,18,4,0,1,0,6,6,3.7,5.0,0.55,0
Gurgaon,Dairy,2,14,4,0,0,0,3,7,5.7,5.0,0.34,0
Dwarka,Cooked Meals,0,18,10,0,1,0,6,3,11.0,5.0,0.57,1
South Delhi,Rice & Grains,1,10,12,0,0,1,5,1,13.6,17.1,0.69,1
Gurgaon,Bakery,1,14,2,0,0,0,12,4,13.3,5.0,0.3,0
North Delhi,Packaged Goods,0,16,4,0,0,0,4,2,15.8,9.3,0.44,0
Noida,Packaged Goods,3,22,11,0,0,0,12,4,15.7,6.6,0.31,1
East Delhi,Bakery,3,17,4,0,1,0,12,4,9.6,11.9,0.65,0
Central Delhi,Packaged Goods,0,14,1,0,0,0,4,1,14.4,11.4,0.53,1
North Delhi,Rice & Grains,3,22,5,0,0,0,3,5,3.8,13.9,0.6,1
Central Delhi,Bakery,3,6,8,0,0,0,10,2,11.2,11.1,0.59,0
Noida,Fruits & Vegetables,5,13,8,1,0,0,6,8,17.4,9.7,0.7,1
Central Delhi,Bakery,3,13,8,0,0,0,2,4,12.1,6.1,0.52,0
Gurgaon,Bakery,4,22,11,0,0,0,3,5,13.4,5.0,0.26,0
Central Delhi,Rice & Grains,0,14,11,0,0,0,6,7,1.8,9.2,0.71,0
South Delhi,Bakery,2,14,4,0,0,0,12,3,11.9,7.2,0.7,0
North Delhi,Bakery,0,16,12,0,0,0,8,6,1.5,9.3,0.35,0
West Delhi,Bakery,0,15,12,0,0,0,6,5,11.2,11.1,0.58,0
Gurgaon,Rice & Grains,6,17,2,1,1,0,11,4,16.2,9.8,0.74,1
Noida,Cooked Meals,6,16,6,1,0,0,5,6,9.6,9.7,0.76,1
Gurgaon,Dairy,0,8,2,0,0,1,4,4,8.3,5.0,0.29,0
North Delhi,Bakery,3,19,9,0,1,0,3,2,12.7,9.9,0.53,0
Dwarka,Rice & Grains,1,13,12,0,0,0,7,2,2.1,7.9,0.43,1
North Delhi,Dairy,3,9,5,0,0,1,9,4,3.0,10.3,0.62,0
West Delhi,Dairy,0,8,5,0,0,1,10,4,2.2,10.3,0.56,0
Central Delhi,Dairy,1,6,8,0,0,0,5,7,16.1,10.2,0.78,0
